Table 210-06315 : Median monthly employment earnings of employed persons by educational attainment and sex,,,,,
 ,,,,,
 , , ,Median monthly employment earnings of employed persons (1) (2),Median monthly employment earnings of employed persons (1) (2),Median monthly employment earnings of employed persons (1) (2)
,,,HK$,HK$,HK$
Sex,,,Male,Female,Both sexes
Year,Quarter,Educational attainment (3),,,
"5 Including Secondary 4-7 of old academic structure (1985-2011), Secondary 4-6 of new academic structure (2012 onwards) or equivalent level, Project Yi Jin/Yi Jin Diploma, Diploma of Applied Education and craft level.",,,,,
6 Including non-degree and degree courses.,,,,,
"7 Including Certificate, Diploma, Higher Certificate, Higher Diploma, Professional Diploma, Associate Degree, Pre-Associate Degree, Endorsement Certificate, Associateship or equivalent courses and other non-degree level courses in local or non-local institutions. Separate statistics for post-secondary diploma/certificate level and post-secondary sub-degree level are not available prior to 2012.",,,,,
8 Including Certificate and Diploma level courses in local or non-local institutions.,,,,,
"9 Including Higher Certificate, Higher Diploma, Professional Diploma, Associate Degree, Pre-Associate Degree, Endorsement Certificate, Associateship or equivalent courses and other sub-degree level courses in local or non-local institutions.",,,,,
"10 Including first degree, taught postgraduate and research postgraduate courses in local or non-local institutions.",,,,,
 ,,,,,
Source:,,,,,
"General Household Survey Section (3),Census and Statistics Department(Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk)",,,,,
 ,,,,,
"Release Date: 28 November, 2024",,,,,
